"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"353",2,1,1,2,3,3,2,1,2,1
"354",2,1,2,3,2,5,3,3,3,1
"355",2,1,2,2,2,1,3,2,3,4
"356",2,1,1,2,3,4,3,2,3,1
"357",2,1,3,2,3,2,3,2,3,1
"358",2,2,2,1,2,5,3,3,4,2
"359",2,1,3,1,2,3,4,3,4,1
"360",2,1,3,3,2,4,3,4,4,4
"361",2,1,2,2,2,4,3,1,2,1
"362",2,1,2,2,3,4,3,3,2,1
"363",2,1,2,2,3,2,3,2,2,2
"364",2,1,2,3,2,4,3,4,4,1
"365",2,1,1,2,2,4,3,4,4,4
"366",2,1,3,1,2,2,4,3,2,1
"367",2,1,1,3,2,5,3,3,2,3
"368",2,2,2,2,3,3,3,1,4,1
"369",1,1,1,3,2,4,4,2,4,5
"370",2,1,2,1,3,1,4,1,1,3
"371",1,1,2,4,2,5,4,5,5,5
"372",2,1,2,3,2,4,4,4,3,5
"373",2,1,2,3,2,4,3,2,2,2
"374",2,1,2,3,2,3,3,4,4,2
"375",2,1,2,3,3,4,2,1,3,5
"376",2,1,2,3,2,2,3,1,1,2
"377",2,1,4,3,3,3,4,2,2,4
"378",2,1,2,1,3,4,1,1,3,1
"379",2,1,2,2,3,4,3,1,1,3
"380",2,1,3,1,2,2,2,5,1,1
"381",2,1,1,2,3,4,3,1,2,2
"382",2,1,2,3,2,4,3,2,2,2
"383",2,1,2,3,2,4,3,3,3,2
"384",2,1,2,1,3,3,2,3,3,4
"385",2,1,2,3,2,5,4,1,2,2
"386",2,2,3,3,2,4,3,3,3,2
"387",2,1,4,2,2,3,1,2,1,4
"388",2,1,2,3,2,3,2,2,3,2
"389",2,1,2,3,2,3,3,3,2,4
"390",2,1,2,3,2,4,3,3,3,2
"391",2,1,2,3,2,4,4,4,4,3
"392",2,1,2,3,3,5,3,1,5,5
"393",1,1,2,1,3,2,3,1,1,1
"394",2,2,2,2,2,4,3,3,1,2
"395",2,1,2,2,2,2,3,2,2,1
"396",2,2,2,1,2,2,3,2,3,2
"397",2,2,2,4,4,4,4,3,4,5
"398",2,1,2,3,3,3,3,3,4,2
"399",1,1,2,2,3,3,3,4,3,4
"400",2,1,2,2,2,4,3,2,4,2
"401",2,1,2,3,2,5,3,1,2,4
"402",2,1,3,1,2,4,4,2,1,4
"403",2,1,1,4,2,5,2,3,3,5
"404",2,1,3,2,3,4,3,2,2,3
"405",2,1,3,3,3,2,4,2,3,1
"406",2,1,2,3,2,4,2,3,3,2
"407",2,1,2,2,2,3,3,3,4,5
"408",2,1,3,2,2,3,3,2,2,2
"409",2,1,1,3,2,4,3,3,4,4
"410",2,1,3,3,3,2,3,4,1,2
"411",1,1,4,2,2,4,4,3,4,1
"412",2,1,2,3,3,4,3,2,2,4
"413",2,1,3,1,1,1,1,2,3,3
"414",1,1,1,3,3,4,3,1,3,2
"415",2,1,3,3,2,3,2,2,4,3
"416",2,1,4,2,3,4,4,2,3,4
"417",2,1,2,3,1,4,3,3,1,2
"418",2,1,3,4,2,5,4,3,3,4
"419",2,2,2,2,2,4,3,1,2,4
"420",2,1,3,2,4,4,3,2,4,1
"421",2,1,3,2,1,3,3,2,3,4
"422",2,1,3,2,2,3,3,1,2,2
"423",2,1,1,3,1,5,1,3,4,3
"424",2,2,1,2,3,1,3,2,1,1
"425",2,1,1,4,2,4,2,2,3,2
"426",1,1,2,3,2,4,4,3,4,5
"427",2,1,1,1,2,2,4,1,1,1
"428",2,1,2,2,2,2,3,4,3,2
"429",2,1,3,4,2,3,2,3,3,2
"430",2,1,4,3,2,4,1,3,2,2
"431",2,1,1,2,3,5,3,1,4,1
"432",2,1,2,2,2,4,3,2,4,2
"433",2,1,3,3,2,4,3,3,3,3
"434",2,1,2,2,2,4,3,3,2,3
"435",2,1,4,3,2,3,2,2,4,3
"436",1,1,2,2,3,3,3,1,2,3
"437",2,1,2,3,2,3,3,4,2,3
"438",2,1,1,3,4,4,1,2,4,2
"439",2,1,2,2,2,4,2,2,3,2
"440",2,1,2,3,2,4,2,3,4,3
"441",2,1,2,3,2,4,3,2,4,4
"442",2,1,2,3,2,4,3,4,3,4
"443",2,1,1,3,1,4,2,3,3,2
"444",1,1,2,2,3,3,3,2,3,2
"445",2,1,3,3,3,3,3,4,4,4
"446",2,1,3,2,4,1,4,3,1,5
"447",1,1,3,3,3,2,3,1,3,2
"448",2,1,2,2,3,3,3,2,4,2
"449",2,1,2,2,2,4,3,4,4,1
"450",2,1,3,2,2,4,2,4,5,2
"451",1,1,2,3,2,4,2,3,2,3
"452",2,1,2,3,3,4,3,2,4,2
"453",2,1,2,1,3,4,3,3,2,3
"454",2,1,2,2,2,3,3,1,1,4
"455",2,1,3,3,2,5,2,4,4,4
"456",2,1,2,3,3,4,3,2,4,3
"457",1,2,2,3,2,3,3,3,2,2
"458",2,2,2,2,1,3,2,2,2,1
"459",2,1,2,2,2,4,3,4,2,4
"460",2,1,2,3,3,4,2,3,1,1
"461",1,1,2,3,3,4,4,2,2,4
"462",2,1,2,3,2,4,3,1,4,4
"463",2,1,2,3,4,3,2,2,2,1
"464",2,2,3,2,2,5,2,3,3,4
"465",1,1,2,3,2,4,3,2,2,1
"466",2,1,3,3,2,4,3,4,5,3
"467",2,1,1,4,2,3,2,4,3,2
"468",2,1,3,3,2,2,3,2,3,1
"469",2,1,1,2,1,2,3,2,2,2
"470",2,1,2,3,2,3,2,3,4,4
"471",2,1,4,1,2,1,1,2,4,2
"472",2,1,4,3,1,4,2,2,2,2
"473",2,1,4,4,2,1,2,2,5,2
"474",2,1,1,4,2,3,3,4,4,1
"475",1,1,2,3,2,5,2,4,5,4
"476",2,1,4,3,4,5,2,4,2,3
"477",2,1,1,2,3,2,3,4,3,2
"478",2,2,3,3,4,5,3,5,1,2
"479",2,1,1,2,2,5,4,4,4,5
"480",2,1,2,2,2,2,3,3,3,3
"481",2,2,3,2,2,5,3,3,4,1
"482",1,1,2,2,2,4,3,3,3,2
"483",2,1,2,4,1,1,2,3,3,1
"484",2,1,1,2,2,2,3,3,4,4
"485",2,1,2,2,2,4,3,3,3,3
