,se002,se003,se005,se009,q056,q098,q131,q127,q027,complicated,age,voted
6216,1.0,6.0,9.0,1.0,3.0,2.0,4.0,4.0,2.0,Strongly disagree,40-44,Yes
6217,1.0,7.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,Strongly disagree,45-49,Yes
6218,1.0,7.0,9.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6219,1.0,7.0,9.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6220,1.0,6.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6221,1.0,7.0,7.0,3.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
6222,1.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6223,1.0,6.0,10.0,3.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,40-44,Yes
6224,1.0,7.0,9.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6225,1.0,7.0,9.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6226,1.0,7.0,9.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6227,1.0,7.0,9.0,3.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6228,1.0,6.0,9.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6229,1.0,6.0,9.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6230,1.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6231,1.0,7.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6232,1.0,6.0,9.0,3.0,3.0,3.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6233,1.0,7.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6234,1.0,7.0,8.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6235,1.0,6.0,7.0,,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6236,1.0,7.0,9.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6237,1.0,6.0,7.0,2.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,40-44,Yes
6238,1.0,6.0,9.0,4.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6239,1.0,6.0,7.0,2.0,2.0,2.0,3.0,3.0,1.0,Somewhat disagree,40-44,No
6240,1.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6241,1.0,6.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6242,1.0,6.0,7.0,1.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6243,1.0,7.0,7.0,2.0,3.0,2.0,3.0,4.0,2.0,Strongly disagree,45-49,Yes
6244,1.0,6.0,9.0,2.0,3.0,,4.0,2.0,2.0,Somewhat agree,40-44,Yes
6245,1.0,7.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6246,1.0,9.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,55-59,Yes
6247,1.0,9.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,55-59,No
6248,1.0,8.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6249,1.0,9.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6250,1.0,8.0,8.0,4.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6251,1.0,8.0,9.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6252,1.0,8.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6253,1.0,8.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6254,1.0,8.0,9.0,4.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6255,1.0,9.0,9.0,3.0,4.0,2.0,4.0,2.0,2.0,Somewhat agree,55-59,Yes
6256,1.0,8.0,6.0,2.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
6257,1.0,9.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,55-59,Yes
6258,1.0,8.0,5.0,1.0,4.0,2.0,4.0,3.0,2.0,Somewhat disagree,50-54,Yes
6259,1.0,9.0,5.0,2.0,3.0,2.0,2.0,4.0,2.0,Strongly disagree,55-59,Yes
6260,1.0,10.0,7.0,1.0,2.0,2.0,2.0,4.0,2.0,Strongly disagree,60-70,Yes
6261,1.0,10.0,1.0,3.0,1.0,3.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
6262,1.0,10.0,9.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6263,1.0,10.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6264,1.0,10.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6265,1.0,10.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6266,1.0,10.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6267,1.0,10.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,Somewhat disagree,60-70,No
6268,1.0,10.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6269,1.0,10.0,7.0,4.0,3.0,2.0,4.0,2.0,2.0,Somewhat agree,60-70,Yes
6270,1.0,11.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,71-75,Yes
6271,1.0,12.0,9.0,1.0,4.0,3.0,3.0,2.0,1.0,Somewhat agree,76+,No
6272,1.0,12.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,76+,Yes
6273,2.0,4.0,7.0,2.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6274,2.0,3.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6275,2.0,2.0,8.0,3.0,1.0,2.0,2.0,4.0,1.0,Strongly disagree,20-24,No
6276,2.0,3.0,8.0,4.0,1.0,2.0,4.0,4.0,2.0,Strongly disagree,25-29,Yes
6277,2.0,2.0,7.0,1.0,3.0,3.0,3.0,2.0,,Somewhat agree,20-24,No
6278,2.0,2.0,8.0,3.0,2.0,2.0,1.0,3.0,2.0,Somewhat disagree,20-24,Yes
6279,2.0,3.0,8.0,4.0,4.0,2.0,2.0,4.0,2.0,Strongly disagree,25-29,Yes
6280,2.0,2.0,8.0,3.0,2.0,3.0,2.0,2.0,1.0,Somewhat agree,20-24,No
6281,2.0,3.0,8.0,3.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6282,2.0,2.0,8.0,4.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,20-24,Yes
6283,2.0,3.0,7.0,1.0,3.0,3.0,3.0,4.0,1.0,Strongly disagree,25-29,No
6284,2.0,2.0,9.0,1.0,4.0,3.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6285,2.0,2.0,8.0,3.0,1.0,3.0,3.0,2.0,,Somewhat agree,20-24,No
6286,2.0,2.0,8.0,3.0,1.0,3.0,3.0,2.0,1.0,Somewhat agree,20-24,No
6287,2.0,2.0,8.0,2.0,1.0,3.0,3.0,2.0,1.0,Somewhat agree,20-24,No
6288,2.0,3.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6289,2.0,2.0,8.0,4.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6290,2.0,3.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6291,2.0,3.0,9.0,4.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6292,2.0,3.0,9.0,4.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6293,2.0,3.0,9.0,4.0,2.0,3.0,3.0,4.0,1.0,Strongly disagree,25-29,No
6294,2.0,3.0,8.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,25-29,Yes
6295,2.0,3.0,7.0,2.0,4.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6296,2.0,3.0,9.0,3.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,25-29,Yes
6297,2.0,3.0,8.0,3.0,1.0,3.0,3.0,2.0,1.0,Somewhat agree,25-29,No
6298,2.0,3.0,7.0,3.0,3.0,2.0,2.0,4.0,2.0,Strongly disagree,25-29,Yes
6299,2.0,3.0,8.0,3.0,1.0,3.0,2.0,2.0,1.0,Somewhat agree,25-29,No
6300,2.0,4.0,7.0,1.0,1.0,3.0,2.0,2.0,1.0,Somewhat agree,30-34,No
6301,2.0,2.0,8.0,2.0,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6302,2.0,4.0,7.0,3.0,2.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
6303,2.0,4.0,7.0,2.0,4.0,2.0,1.0,3.0,2.0,Somewhat disagree,30-34,Yes
6304,2.0,4.0,7.0,2.0,2.0,2.0,3.0,4.0,2.0,Strongly disagree,30-34,Yes
6305,2.0,4.0,7.0,,2.0,2.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6306,2.0,4.0,7.0,,2.0,2.0,3.0,2.0,1.0,Somewhat agree,30-34,No
6307,2.0,4.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6308,2.0,4.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6309,2.0,5.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6310,2.0,4.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6311,2.0,5.0,7.0,2.0,3.0,4.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6312,2.0,4.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6313,2.0,5.0,7.0,2.0,4.0,4.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6314,2.0,5.0,7.0,3.0,4.0,4.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6315,2.0,5.0,7.0,2.0,2.0,3.0,3.0,3.0,1.0,Somewhat disagree,35-39,No
6316,2.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6317,2.0,4.0,10.0,2.0,3.0,3.0,3.0,2.0,1.0,Somewhat agree,30-34,No
6318,2.0,4.0,8.0,1.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,30-34,Yes
6319,2.0,5.0,7.0,2.0,2.0,2.0,3.0,2.0,1.0,Somewhat agree,35-39,No
6320,2.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6321,2.0,5.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6322,2.0,5.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6323,2.0,6.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6324,2.0,4.0,7.0,2.0,1.0,3.0,4.0,2.0,2.0,Somewhat agree,30-34,Yes
6325,2.0,5.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6326,2.0,5.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6327,2.0,5.0,7.0,3.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6328,2.0,5.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6329,2.0,4.0,7.0,2.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,30-34,Yes
6330,2.0,5.0,7.0,,2.0,3.0,2.0,2.0,2.0,Somewhat agree,35-39,Yes
6331,2.0,5.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6332,2.0,5.0,7.0,2.0,1.0,3.0,4.0,2.0,2.0,Somewhat agree,35-39,Yes
6333,2.0,4.0,9.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6334,2.0,4.0,9.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6335,2.0,5.0,7.0,3.0,3.0,2.0,4.0,4.0,1.0,Strongly disagree,35-39,No
6336,2.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6337,2.0,4.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6338,2.0,4.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,Strongly agree,30-34,Yes
6339,2.0,5.0,7.0,1.0,2.0,3.0,2.0,1.0,2.0,Strongly agree,35-39,Yes
6340,2.0,4.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6341,2.0,4.0,7.0,2.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,30-34,Yes
6342,2.0,5.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,35-39,Yes
6343,2.0,6.0,9.0,2.0,2.0,3.0,4.0,2.0,2.0,Somewhat agree,40-44,Yes
6344,2.0,6.0,9.0,2.0,1.0,2.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6345,2.0,6.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6346,2.0,6.0,8.0,2.0,1.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6347,2.0,6.0,7.0,,4.0,3.0,3.0,4.0,2.0,Strongly disagree,40-44,Yes
6348,2.0,7.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6349,2.0,6.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6350,2.0,6.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6351,2.0,7.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6352,2.0,7.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6353,2.0,8.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6354,2.0,7.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6355,2.0,7.0,9.0,5.0,2.0,2.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6356,2.0,6.0,7.0,3.0,2.0,2.0,4.0,3.0,2.0,Somewhat disagree,40-44,Yes
6357,2.0,7.0,7.0,3.0,2.0,3.0,4.0,3.0,2.0,Somewhat disagree,45-49,Yes
6358,2.0,7.0,7.0,3.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6359,2.0,6.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6360,2.0,7.0,7.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6361,2.0,6.0,7.0,2.0,3.0,2.0,2.0,4.0,2.0,Strongly disagree,40-44,Yes
6362,2.0,7.0,7.0,3.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,45-49,Yes
6363,2.0,6.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6364,2.0,6.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6365,2.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6366,2.0,6.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,Strongly agree,40-44,Yes
6367,2.0,6.0,7.0,2.0,2.0,3.0,1.0,2.0,2.0,Somewhat agree,40-44,Yes
6368,2.0,6.0,7.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6369,2.0,9.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,55-59,Yes
6370,2.0,8.0,8.0,3.0,1.0,2.0,2.0,4.0,1.0,Strongly disagree,50-54,No
6371,2.0,7.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,45-49,Yes
6372,2.0,8.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6373,2.0,9.0,7.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
6374,2.0,9.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,Somewhat agree,55-59,No
6375,2.0,8.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6376,2.0,8.0,7.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6377,2.0,8.0,7.0,4.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,50-54,Yes
6378,2.0,8.0,5.0,,2.0,3.0,3.0,2.0,2.0,Somewhat agree,50-54,Yes
6379,2.0,8.0,7.0,3.0,1.0,2.0,2.0,4.0,2.0,Strongly disagree,50-54,Yes
6380,2.0,8.0,7.0,3.0,1.0,3.0,2.0,2.0,1.0,Somewhat agree,50-54,No
6381,2.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,55-59,Yes
6382,2.0,8.0,3.0,2.0,2.0,3.0,,4.0,1.0,Strongly disagree,50-54,No
6383,2.0,10.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,Strongly disagree,60-70,Yes
6384,2.0,10.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6385,2.0,10.0,7.0,4.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6386,2.0,10.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,Strongly agree,60-70,Yes
6387,2.0,10.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6388,2.0,10.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6389,2.0,10.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6390,2.0,10.0,7.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6391,2.0,10.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6392,2.0,10.0,7.0,3.0,1.0,3.0,3.0,2.0,1.0,Somewhat agree,60-70,No
6393,2.0,10.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6394,2.0,11.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,71-75,Yes
6395,2.0,12.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,76+,Yes
6396,2.0,10.0,9.0,4.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6397,2.0,11.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,Somewhat disagree,71-75,Yes
6398,2.0,11.0,3.0,,1.0,3.0,4.0,1.0,2.0,Strongly agree,71-75,Yes
6399,2.0,11.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,Strongly disagree,71-75,Yes
6400,2.0,11.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,Somewhat agree,71-75,Yes
6401,1.0,3.0,7.0,3.0,2.0,,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6402,1.0,3.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6403,1.0,2.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6404,1.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,20-24,Yes
6405,1.0,4.0,7.0,1.0,4.0,2.0,4.0,4.0,2.0,Strongly disagree,30-34,Yes
6406,1.0,4.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6407,1.0,4.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,30-34,Yes
6408,1.0,4.0,7.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6409,1.0,6.0,7.0,2.0,1.0,3.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6410,1.0,7.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6411,1.0,7.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6412,1.0,8.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6413,1.0,8.0,7.0,2.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6414,1.0,10.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,60-70,Yes
6415,1.0,10.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6416,2.0,3.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,25-29,Yes
6417,2.0,3.0,7.0,2.0,2.0,3.0,4.0,4.0,2.0,Strongly disagree,25-29,Yes
6418,2.0,3.0,8.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6419,2.0,4.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,Somewhat agree,30-34,Yes
6420,2.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,35-39,Yes
6421,2.0,4.0,9.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6422,2.0,7.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,45-49,Yes
6423,2.0,6.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6424,2.0,9.0,7.0,2.0,2.0,3.0,3.0,1.0,2.0,Strongly agree,55-59,Yes
6425,2.0,8.0,4.0,1.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,50-54,Yes
6426,2.0,10.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6427,2.0,10.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6428,2.0,10.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,Strongly agree,60-70,No
6429,1.0,3.0,9.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6430,1.0,3.0,9.0,,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,25-29,Yes
6431,1.0,3.0,8.0,1.0,2.0,3.0,1.0,2.0,2.0,Somewhat agree,25-29,Yes
6432,1.0,2.0,8.0,,2.0,3.0,2.0,3.0,,Somewhat disagree,20-24,No
6433,1.0,2.0,7.0,1.0,3.0,3.0,3.0,1.0,,Strongly agree,20-24,No
6434,1.0,4.0,7.0,2.0,3.0,3.0,3.0,3.0,2.0,Somewhat disagree,30-34,Yes
6435,1.0,4.0,8.0,,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,30-34,Yes
6436,1.0,5.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6437,1.0,5.0,9.0,3.0,2.0,3.0,3.0,4.0,2.0,Strongly disagree,35-39,Yes
6438,1.0,6.0,9.0,,3.0,2.0,2.0,3.0,1.0,Somewhat disagree,40-44,No
6439,1.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,Somewhat agree,40-44,Yes
6440,1.0,7.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,45-49,Yes
6441,1.0,6.0,8.0,1.0,1.0,3.0,2.0,2.0,2.0,Somewhat agree,40-44,Yes
6442,1.0,8.0,7.0,1.0,2.0,3.0,2.0,1.0,2.0,Strongly agree,50-54,Yes
6443,1.0,8.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,Somewhat disagree,50-54,Yes
6444,1.0,10.0,7.0,1.0,3.0,2.0,3.0,3.0,2.0,Somewhat disagree,60-70,Yes
6445,1.0,10.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,Somewhat agree,60-70,Yes
6446,1.0,10.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,Strongly disagree,60-70,Yes
6447,2.0,2.0,8.0,5.0,3.0,3.0,3.0,4.0,2.0,Strongly disagree,20-24,Yes
6448,2.0,3.0,7.0,3.0,2.0,3.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6449,2.0,3.0,7.0,2.0,2.0,3.0,3.0,2.0,1.0,Somewhat agree,25-29,No
6450,2.0,2.0,7.0,2.0,3.0,2.0,3.0,1.0,2.0,Strongly agree,20-24,Yes
6451,2.0,3.0,9.0,2.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,25-29,Yes
6452,2.0,5.0,8.0,,3.0,3.0,4.0,2.0,2.0,Somewhat agree,35-39,Yes
6453,2.0,4.0,8.0,,2.0,3.0,2.0,2.0,1.0,Somewhat agree,30-34,No
6454,2.0,5.0,7.0,2.0,2.0,3.0,1.0,4.0,2.0,Strongly disagree,35-39,Yes
6455,2.0,5.0,7.0,3.0,3.0,2.0,4.0,3.0,2.0,Somewhat disagree,35-39,Yes
6456,2.0,6.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,Somewhat disagree,40-44,Yes
6457,2.0,6.0,7.0,1.0,2.0,3.0,1.0,1.0,2.0,Strongly agree,40-44,Yes
6458,2.0,6.0,7.0,3.0,2.0,2.0,3.0,3.0,2.0,Somewhat disagree,40-44,Yes
6459,2.0,9.0,7.0,5.0,3.0,3.0,3.0,2.0,2.0,Somewhat agree,55-59,Yes
6460,2.0,7.0,7.0,2.0,1.0,2.0,3.0,2.0,2.0,Somewhat agree,45-49,Yes
6461,2.0,10.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,Somewhat agree,60-70,Yes
6462,2.0,10.0,5.0,,2.0,3.0,1.0,1.0,2.0,Strongly agree,60-70,Yes
6463,2.0,12.0,2.0,,2.0,3.0,2.0,1.0,2.0,Strongly agree,76+,Yes
6464,1.0,2.0,8.0,,1.0,2.0,3.0,3.0,1.0,Somewhat disagree,20-24,No
6465,1.0,3.0,8.0,,2.0,3.0,2.0,3.0,1.0,Somewhat disagree,25-29,No
6466,1.0,2.0,9.0,,3.0,4.0,2.0,3.0,2.0,Somewhat disagree,20-24,Yes
6467,1.0,2.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,Somewhat agree,20-24,No
6468,1.0,5.0,9.0,2.0,3.0,2.0,2.0,3.0,2.0,Somewhat disagree,35-39,Yes
6469,1.0,4.0,7.0,1.0,4.0,3.0,2.0,4.0,1.0,Strongly disagree,30-34,No
6470,1.0,4.0,9.0,1.0,3.0,2.0,3.0,2.0,1.0,Somewhat agree,30-34,No
