,country,q127,q098,q130,q106,q131,q005,q006,q111,name
353,4.0,4.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,Korea
354,4.0,1.0,3.0,1.0,5.0,1.0,4.0,4.0,5.0,Korea
355,4.0,3.0,4.0,,3.0,1.0,4.0,3.0,5.0,Korea
356,4.0,,3.0,,,,2.0,,,Korea
357,4.0,,3.0,,,,2.0,,,Korea
358,4.0,,,,,,4.0,,,Korea
359,4.0,,3.0,,,,4.0,,,Korea
360,4.0,,,,,,4.0,4.0,,Korea
361,4.0,,,,3.0,,4.0,,4.0,Korea
362,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,Korea
363,4.0,3.0,,2.0,,,3.0,,4.0,Korea
364,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,Korea
365,4.0,,,,4.0,,4.0,,4.0,Korea
366,4.0,,,,,2.0,2.0,2.0,,Korea
367,4.0,,,,,,3.0,,,Korea
368,4.0,,3.0,,3.0,,1.0,,4.0,Korea
369,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
370,4.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,Korea
371,4.0,,4.0,,4.0,,5.0,4.0,5.0,Korea
372,4.0,2.0,3.0,2.0,,3.0,4.0,4.0,,Korea
373,4.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,5.0,Korea
374,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,3.0,Korea
375,4.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,Korea
376,4.0,2.0,3.0,2.0,,,4.0,,5.0,Korea
377,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,Korea
378,4.0,2.0,2.0,2.0,1.0,3.0,4.0,,5.0,Korea
379,4.0,2.0,4.0,2.0,4.0,1.0,5.0,4.0,5.0,Korea
380,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
381,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
382,4.0,,3.0,,4.0,2.0,2.0,2.0,5.0,Korea
383,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,Korea
384,4.0,2.0,3.0,2.0,3.0,2.0,5.0,,5.0,Korea
385,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
386,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
387,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,Korea
388,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,Korea
389,4.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,5.0,Korea
390,4.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,Korea
391,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
392,4.0,2.0,,2.0,3.0,2.0,5.0,4.0,5.0,Korea
393,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,Korea
394,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
395,4.0,1.0,,2.0,,,4.0,,5.0,Korea
396,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,Korea
397,4.0,2.0,3.0,2.0,,2.0,1.0,3.0,4.0,Korea
398,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,4.0,Korea
399,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,Korea
400,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,Korea
401,4.0,,4.0,1.0,4.0,3.0,2.0,3.0,5.0,Korea
402,4.0,1.0,3.0,1.0,5.0,1.0,3.0,4.0,5.0,Korea
403,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,Korea
404,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,Korea
405,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,Korea
406,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
407,4.0,2.0,3.0,,4.0,2.0,4.0,4.0,5.0,Korea
408,4.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
409,4.0,2.0,3.0,,4.0,2.0,5.0,4.0,5.0,Korea
410,4.0,,3.0,2.0,,,2.0,4.0,4.0,Korea
411,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,5.0,Korea
412,4.0,2.0,,2.0,4.0,2.0,4.0,5.0,5.0,Korea
413,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,Korea
414,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
415,4.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,Korea
416,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
417,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
418,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
419,4.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
420,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
421,4.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,Korea
422,4.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,5.0,Korea
423,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,5.0,Korea
424,4.0,1.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,Korea
425,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,Korea
426,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,Korea
427,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
428,4.0,,,2.0,3.0,3.0,4.0,4.0,5.0,Korea
429,4.0,2.0,,2.0,,,5.0,5.0,5.0,Korea
430,4.0,2.0,3.0,2.0,5.0,2.0,2.0,,5.0,Korea
431,4.0,,3.0,,4.0,,4.0,4.0,4.0,Korea
432,4.0,2.0,,1.0,,2.0,4.0,,5.0,Korea
433,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,5.0,Korea
434,4.0,,,,,,4.0,4.0,5.0,Korea
435,4.0,2.0,,1.0,4.0,2.0,4.0,,5.0,Korea
436,4.0,2.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,Korea
437,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,Korea
438,4.0,,,,,,4.0,2.0,5.0,Korea
439,4.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,Korea
440,4.0,,,,,,4.0,4.0,5.0,Korea
441,4.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
442,4.0,2.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,Korea
443,4.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,Korea
444,4.0,2.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,Korea
445,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,Korea
446,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,Korea
447,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,4.0,Korea
448,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
449,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,Korea
450,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,5.0,Korea
451,4.0,2.0,,2.0,3.0,2.0,4.0,,4.0,Korea
452,4.0,,3.0,,,,4.0,4.0,,Korea
453,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
454,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,Korea
455,4.0,4.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,Korea
456,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
457,4.0,,2.0,2.0,5.0,2.0,2.0,2.0,5.0,Korea
458,4.0,3.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,Korea
459,4.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,Korea
460,4.0,,,,,,4.0,2.0,,Korea
461,4.0,,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
462,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,Korea
463,4.0,,,2.0,,,5.0,5.0,5.0,Korea
464,4.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
465,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
466,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
467,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
468,4.0,2.0,3.0,,4.0,2.0,3.0,4.0,5.0,Korea
469,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
470,4.0,2.0,4.0,2.0,,,4.0,4.0,5.0,Korea
471,4.0,3.0,3.0,1.0,5.0,2.0,5.0,5.0,5.0,Korea
472,4.0,2.0,3.0,2.0,4.0,1.0,5.0,5.0,5.0,Korea
473,4.0,3.0,3.0,2.0,,2.0,4.0,4.0,,Korea
474,4.0,,3.0,,3.0,2.0,4.0,4.0,4.0,Korea
475,4.0,2.0,,2.0,3.0,2.0,4.0,4.0,5.0,Korea
476,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
477,4.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,Korea
478,4.0,,3.0,,2.0,,4.0,4.0,1.0,Korea
479,4.0,,,2.0,,3.0,4.0,4.0,4.0,Korea
480,4.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,5.0,Korea
481,4.0,2.0,4.0,,4.0,2.0,4.0,3.0,4.0,Korea
482,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,Korea
483,4.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,Korea
484,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
485,4.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
486,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,Korea
487,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
488,4.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,Korea
489,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,Korea
490,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
491,4.0,1.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,Korea
492,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,Korea
493,4.0,2.0,4.0,1.0,4.0,2.0,5.0,,5.0,Korea
494,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
495,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
496,4.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,Korea
497,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,Korea
498,4.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,Korea
499,4.0,1.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
500,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,Korea
501,4.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,Korea
502,4.0,1.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,Korea
503,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,Korea
504,4.0,2.0,3.0,2.0,4.0,2.0,2.0,,5.0,Korea
505,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,Korea
506,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
507,4.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,Korea
508,4.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,Korea
509,4.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
510,4.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,Korea
511,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,Korea
512,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
513,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
514,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
515,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,Korea
516,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
517,4.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,5.0,Korea
518,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,Korea
519,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
520,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,Korea
521,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
522,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
523,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
524,4.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,Korea
525,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
526,4.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,5.0,Korea
527,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,Korea
528,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
529,4.0,2.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,Korea
530,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
531,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
532,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,5.0,Korea
533,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
534,4.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,Korea
535,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,Korea
536,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
537,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,Korea
538,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,Korea
539,4.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,5.0,Korea
540,4.0,,4.0,,1.0,2.0,4.0,4.0,5.0,Korea
541,4.0,,,,,,4.0,4.0,,Korea
542,4.0,1.0,4.0,1.0,,1.0,5.0,4.0,5.0,Korea
543,4.0,3.0,3.0,2.0,5.0,,4.0,4.0,4.0,Korea
544,4.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,Korea
545,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
546,4.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,Korea
547,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
548,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
549,4.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,Korea
550,4.0,2.0,3.0,,4.0,1.0,4.0,4.0,4.0,Korea
551,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
552,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,Korea
553,4.0,2.0,,2.0,4.0,1.0,4.0,5.0,5.0,Korea
554,4.0,2.0,3.0,1.0,4.0,1.0,5.0,4.0,5.0,Korea
555,4.0,2.0,3.0,1.0,,1.0,4.0,,5.0,Korea
556,4.0,2.0,,2.0,,2.0,3.0,,4.0,Korea
557,4.0,2.0,3.0,2.0,4.0,2.0,2.0,,5.0,Korea
558,4.0,,4.0,,4.0,2.0,3.0,3.0,4.0,Korea
559,4.0,2.0,,2.0,2.0,,3.0,2.0,4.0,Korea
560,4.0,3.0,,2.0,,,4.0,4.0,,Korea
561,4.0,3.0,4.0,1.0,4.0,1.0,4.0,5.0,4.0,Korea
562,4.0,,4.0,2.0,4.0,2.0,4.0,,5.0,Korea
563,4.0,,,,,,2.0,1.0,4.0,Korea
564,4.0,3.0,,2.0,,2.0,4.0,4.0,4.0,Korea
565,4.0,,,,2.0,,2.0,2.0,4.0,Korea
566,4.0,2.0,2.0,3.0,,3.0,4.0,4.0,5.0,Korea
567,4.0,,,,,,3.0,3.0,4.0,Korea
568,4.0,2.0,,2.0,,2.0,4.0,,5.0,Korea
569,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,Korea
570,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
571,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
572,4.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,Korea
573,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,Korea
574,4.0,2.0,4.0,,,,3.0,4.0,,Korea
575,4.0,,4.0,,,1.0,4.0,4.0,5.0,Korea
576,4.0,,,,,,2.0,3.0,,Korea
577,4.0,,,,,,3.0,,4.0,Korea
578,4.0,,,,,,3.0,3.0,4.0,Korea
579,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,Korea
580,4.0,,,,,2.0,4.0,4.0,4.0,Korea
581,4.0,2.0,2.0,,3.0,2.0,4.0,4.0,4.0,Korea
582,4.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
583,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
584,4.0,,3.0,1.0,4.0,1.0,4.0,4.0,5.0,Korea
585,4.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,Korea
586,4.0,,,,,,3.0,4.0,4.0,Korea
587,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
588,4.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
589,4.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,Korea
590,4.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
591,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
592,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
593,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
594,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,Korea
595,4.0,2.0,3.0,2.0,4.0,,4.0,,5.0,Korea
596,4.0,2.0,3.0,,3.0,2.0,2.0,2.0,5.0,Korea
597,4.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,5.0,Korea
598,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
599,4.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,Korea
600,4.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
601,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,Korea
602,4.0,2.0,,2.0,4.0,2.0,4.0,,5.0,Korea
603,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,Korea
604,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
605,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
606,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
607,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
608,4.0,1.0,3.0,1.0,4.0,1.0,4.0,4.0,5.0,Korea
609,4.0,2.0,,2.0,4.0,2.0,5.0,4.0,5.0,Korea
610,4.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
611,4.0,2.0,4.0,2.0,4.0,1.0,5.0,5.0,5.0,Korea
612,4.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,Korea
613,4.0,2.0,4.0,2.0,5.0,1.0,4.0,3.0,5.0,Korea
614,4.0,,3.0,2.0,2.0,2.0,3.0,4.0,5.0,Korea
615,4.0,,,,4.0,,4.0,,5.0,Korea
616,4.0,,1.0,,4.0,,4.0,4.0,4.0,Korea
617,4.0,,4.0,,,,4.0,4.0,4.0,Korea
618,4.0,,,,,,4.0,4.0,4.0,Korea
619,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,Korea
620,4.0,1.0,4.0,,3.0,2.0,4.0,4.0,4.0,Korea
621,4.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,Korea
622,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,5.0,Korea
623,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,Korea
624,4.0,2.0,3.0,2.0,3.0,2.0,1.0,,4.0,Korea
625,4.0,2.0,,,2.0,,1.0,2.0,3.0,Korea
626,4.0,3.0,2.0,,4.0,,3.0,4.0,5.0,Korea
627,4.0,3.0,4.0,2.0,5.0,2.0,4.0,5.0,5.0,Korea
628,4.0,2.0,3.0,2.0,4.0,3.0,2.0,,5.0,Korea
629,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
630,4.0,2.0,,2.0,3.0,3.0,2.0,,4.0,Korea
631,4.0,2.0,3.0,2.0,4.0,3.0,2.0,,4.0,Korea
632,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
633,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,Korea
634,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
635,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
636,4.0,1.0,2.0,1.0,5.0,3.0,2.0,4.0,5.0,Korea
637,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,Korea
638,4.0,2.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,Korea
639,4.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
640,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,Korea
641,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,Korea
642,4.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,Korea
643,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
644,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
645,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
646,4.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,Korea
647,4.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,Korea
648,4.0,2.0,3.0,,2.0,,2.0,4.0,4.0,Korea
649,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
650,4.0,3.0,2.0,2.0,,2.0,3.0,4.0,4.0,Korea
651,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
652,4.0,2.0,,2.0,4.0,2.0,2.0,4.0,5.0,Korea
653,4.0,2.0,3.0,2.0,4.0,2.0,1.0,,5.0,Korea
654,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,5.0,Korea
655,4.0,3.0,4.0,,4.0,3.0,5.0,5.0,5.0,Korea
656,4.0,,,,4.0,,4.0,4.0,4.0,Korea
657,4.0,,,,,,1.0,1.0,,Korea
658,4.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,Korea
659,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
660,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,Korea
661,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
662,4.0,,,2.0,4.0,3.0,4.0,5.0,5.0,Korea
663,4.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,Korea
664,4.0,2.0,4.0,1.0,3.0,2.0,4.0,,4.0,Korea
665,4.0,,,,,,4.0,,5.0,Korea
666,4.0,2.0,4.0,2.0,5.0,2.0,2.0,5.0,2.0,Korea
667,4.0,,4.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
668,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
669,4.0,2.0,4.0,1.0,5.0,1.0,5.0,5.0,5.0,Korea
670,4.0,2.0,3.0,3.0,,2.0,4.0,,,Korea
671,4.0,,,,4.0,,4.0,4.0,5.0,Korea
672,4.0,,2.0,,4.0,2.0,4.0,2.0,4.0,Korea
673,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,Korea
674,4.0,3.0,3.0,2.0,5.0,2.0,5.0,5.0,5.0,Korea
675,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
676,4.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,Korea
677,4.0,2.0,,,,2.0,4.0,4.0,4.0,Korea
678,4.0,3.0,3.0,,4.0,2.0,4.0,4.0,5.0,Korea
679,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
680,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
681,4.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,Korea
682,4.0,3.0,3.0,,2.0,2.0,4.0,4.0,4.0,Korea
683,4.0,2.0,,,2.0,2.0,4.0,4.0,5.0,Korea
684,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,Korea
685,4.0,,3.0,,,,4.0,2.0,5.0,Korea
686,4.0,2.0,,,,3.0,3.0,,4.0,Korea
687,4.0,2.0,,,5.0,,4.0,4.0,5.0,Korea
688,4.0,2.0,4.0,2.0,5.0,2.0,1.0,,5.0,Korea
689,4.0,2.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,Korea
690,4.0,,,,,,1.0,1.0,,Korea
691,4.0,2.0,3.0,2.0,4.0,3.0,2.0,,5.0,Korea
692,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,Korea
693,4.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,Korea
694,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,Korea
695,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,Korea
696,4.0,,,2.0,,2.0,5.0,5.0,4.0,Korea
697,4.0,,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
698,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,Korea
699,4.0,2.0,2.0,2.0,,,4.0,4.0,4.0,Korea
700,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,Korea
701,4.0,2.0,4.0,1.0,2.0,2.0,5.0,,5.0,Korea
702,4.0,,,2.0,,2.0,3.0,4.0,5.0,Korea
703,4.0,2.0,,2.0,,2.0,4.0,3.0,5.0,Korea
704,4.0,2.0,3.0,2.0,4.0,3.0,3.0,,5.0,Korea
705,4.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,5.0,Korea
706,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,5.0,Korea
707,4.0,2.0,3.0,2.0,4.0,,5.0,5.0,5.0,Korea
708,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,Korea
709,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
