,country,q127,q098,q130,q106,q131,q005,q006,q111,name
710,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
711,4.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,Korea
712,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
713,4.0,2.0,3.0,,2.0,3.0,4.0,4.0,4.0,Korea
714,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
715,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
716,4.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,5.0,Korea
717,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,Korea
718,4.0,2.0,,2.0,4.0,2.0,4.0,4.0,4.0,Korea
719,4.0,2.0,3.0,2.0,3.0,,4.0,4.0,4.0,Korea
720,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,Korea
721,4.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,Korea
722,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,Korea
723,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,Korea
724,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
725,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,Korea
726,4.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,Korea
727,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
728,4.0,3.0,3.0,2.0,3.0,,4.0,,,Korea
729,4.0,,3.0,2.0,,3.0,4.0,4.0,5.0,Korea
730,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,Korea
731,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
732,4.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,Korea
733,4.0,3.0,3.0,,2.0,2.0,2.0,1.0,5.0,Korea
734,4.0,3.0,4.0,2.0,,2.0,1.0,4.0,5.0,Korea
735,4.0,,3.0,,4.0,,4.0,,4.0,Korea
736,4.0,3.0,3.0,2.0,4.0,3.0,3.0,,5.0,Korea
737,4.0,2.0,,,2.0,2.0,2.0,4.0,4.0,Korea
738,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,Korea
739,4.0,,3.0,,2.0,2.0,3.0,5.0,4.0,Korea
740,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,Korea
741,4.0,2.0,2.0,2.0,1.0,2.0,2.0,,5.0,Korea
742,4.0,,,2.0,1.0,2.0,1.0,,5.0,Korea
743,4.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,Korea
744,4.0,2.0,,2.0,4.0,2.0,4.0,,4.0,Korea
745,4.0,2.0,4.0,2.0,4.0,2.0,2.0,,5.0,Korea
746,4.0,2.0,3.0,,2.0,2.0,2.0,,5.0,Korea
747,4.0,,,,,,3.0,,4.0,Korea
748,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
749,4.0,2.0,3.0,2.0,,2.0,5.0,4.0,,Korea
750,4.0,2.0,4.0,2.0,4.0,2.0,1.0,,5.0,Korea
751,4.0,,,2.0,3.0,2.0,4.0,,5.0,Korea
752,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
753,4.0,3.0,3.0,2.0,3.0,2.0,2.0,,5.0,Korea
754,4.0,,,,,,2.0,4.0,,Korea
755,4.0,2.0,,,4.0,2.0,3.0,,5.0,Korea
756,4.0,2.0,,,2.0,,1.0,3.0,5.0,Korea
757,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,Korea
758,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,Korea
759,4.0,2.0,3.0,2.0,,,4.0,3.0,4.0,Korea
760,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,Korea
761,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
762,4.0,2.0,3.0,,2.0,2.0,2.0,2.0,4.0,Korea
763,4.0,2.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,Korea
764,4.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,5.0,Korea
765,4.0,,3.0,2.0,4.0,2.0,2.0,4.0,5.0,Korea
766,4.0,2.0,4.0,2.0,4.0,2.0,3.0,,5.0,Korea
767,4.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,Korea
768,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,Korea
769,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,Korea
770,4.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,Korea
771,4.0,2.0,,2.0,4.0,2.0,4.0,4.0,5.0,Korea
772,4.0,,3.0,,3.0,2.0,3.0,3.0,4.0,Korea
773,4.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,5.0,Korea
774,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,Korea
775,4.0,3.0,,3.0,4.0,2.0,2.0,2.0,4.0,Korea
776,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,Korea
777,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
778,4.0,,3.0,2.0,4.0,2.0,2.0,,4.0,Korea
779,4.0,2.0,,,,2.0,3.0,4.0,4.0,Korea
780,4.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
781,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,Korea
782,4.0,2.0,,2.0,2.0,,5.0,,5.0,Korea
783,4.0,2.0,4.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
784,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,Korea
785,4.0,2.0,3.0,2.0,,,4.0,3.0,4.0,Korea
786,4.0,2.0,,,,2.0,2.0,2.0,4.0,Korea
787,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,Korea
788,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,Korea
789,4.0,,3.0,,4.0,2.0,2.0,,4.0,Korea
790,4.0,2.0,3.0,2.0,4.0,3.0,4.0,,4.0,Korea
791,4.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,Korea
792,4.0,2.0,3.0,2.0,4.0,,3.0,3.0,4.0,Korea
793,4.0,,,,,,3.0,3.0,5.0,Korea
794,4.0,,,,,,1.0,,4.0,Korea
795,4.0,1.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,Korea
796,4.0,2.0,4.0,2.0,,2.0,5.0,3.0,5.0,Korea
797,4.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,Korea
798,4.0,,,,,2.0,3.0,2.0,4.0,Korea
799,4.0,,4.0,2.0,4.0,2.0,4.0,4.0,,Korea
800,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
801,4.0,,3.0,,,,,4.0,5.0,Korea
802,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
803,4.0,,4.0,2.0,4.0,,2.0,4.0,4.0,Korea
804,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,Korea
805,4.0,2.0,4.0,2.0,5.0,2.0,5.0,5.0,5.0,Korea
806,4.0,,3.0,2.0,3.0,2.0,3.0,4.0,5.0,Korea
807,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
808,4.0,2.0,4.0,2.0,4.0,2.0,4.0,,4.0,Korea
809,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,Korea
810,4.0,,,,,,,,,Korea
811,4.0,2.0,,2.0,,2.0,2.0,3.0,4.0,Korea
812,4.0,2.0,,2.0,4.0,2.0,2.0,2.0,4.0,Korea
813,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,Korea
814,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,Korea
815,4.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,Korea
816,4.0,2.0,4.0,,4.0,2.0,4.0,4.0,4.0,Korea
817,4.0,2.0,2.0,,,2.0,4.0,,4.0,Korea
818,4.0,,3.0,2.0,5.0,1.0,4.0,4.0,5.0,Korea
819,4.0,,4.0,1.0,4.0,1.0,4.0,4.0,4.0,Korea
820,4.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
821,4.0,2.0,3.0,1.0,5.0,2.0,2.0,5.0,5.0,Korea
822,4.0,1.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,Korea
823,4.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
824,4.0,2.0,3.0,1.0,5.0,1.0,2.0,4.0,5.0,Korea
825,4.0,2.0,,2.0,1.0,2.0,1.0,,4.0,Korea
826,4.0,,3.0,2.0,4.0,2.0,3.0,4.0,5.0,Korea
827,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,4.0,Korea
828,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,Korea
829,4.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,Korea
830,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
831,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
832,4.0,2.0,3.0,2.0,1.0,2.0,4.0,4.0,5.0,Korea
833,4.0,2.0,3.0,2.0,4.0,2.0,,4.0,5.0,Korea
834,4.0,2.0,3.0,2.0,4.0,2.0,1.0,,4.0,Korea
835,4.0,3.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,Korea
836,4.0,2.0,,2.0,1.0,3.0,4.0,4.0,5.0,Korea
837,4.0,2.0,,2.0,,2.0,2.0,3.0,5.0,Korea
838,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
839,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,Korea
840,4.0,2.0,,2.0,4.0,2.0,2.0,5.0,5.0,Korea
841,4.0,2.0,3.0,2.0,5.0,2.0,1.0,,5.0,Korea
842,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,5.0,Korea
843,4.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,5.0,Korea
844,4.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,Korea
845,4.0,2.0,,2.0,5.0,3.0,3.0,4.0,5.0,Korea
846,4.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,Korea
847,4.0,2.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,Korea
848,4.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,Korea
849,4.0,2.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,Korea
850,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
851,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,Korea
852,4.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,5.0,Korea
853,4.0,2.0,1.0,2.0,2.0,3.0,4.0,,5.0,Korea
854,4.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,5.0,Korea
855,4.0,2.0,3.0,1.0,,1.0,4.0,4.0,5.0,Korea
856,4.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,Korea
857,4.0,,4.0,2.0,5.0,3.0,4.0,,5.0,Korea
858,4.0,2.0,,2.0,,2.0,4.0,,5.0,Korea
859,4.0,2.0,,,,3.0,4.0,4.0,5.0,Korea
860,4.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
861,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
862,4.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
863,4.0,1.0,3.0,2.0,2.0,2.0,5.0,,5.0,Korea
864,4.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,Korea
865,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,Korea
866,4.0,2.0,4.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
867,4.0,2.0,,,,2.0,3.0,3.0,4.0,Korea
868,4.0,,,,,2.0,4.0,,5.0,Korea
869,4.0,2.0,3.0,2.0,2.0,2.0,4.0,,5.0,Korea
870,4.0,2.0,,,,,4.0,,,Korea
871,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,Korea
872,4.0,2.0,2.0,2.0,5.0,2.0,4.0,,5.0,Korea
873,4.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,Korea
874,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,Korea
875,4.0,2.0,,,,,2.0,,4.0,Korea
876,4.0,,,2.0,4.0,2.0,4.0,1.0,5.0,Korea
877,4.0,2.0,4.0,,4.0,2.0,4.0,4.0,5.0,Korea
878,4.0,,3.0,,,2.0,2.0,4.0,5.0,Korea
879,4.0,2.0,3.0,2.0,4.0,,5.0,5.0,5.0,Korea
880,4.0,2.0,,2.0,3.0,2.0,4.0,,5.0,Korea
881,4.0,2.0,,,,,4.0,,4.0,Korea
882,4.0,2.0,,2.0,4.0,3.0,5.0,5.0,5.0,Korea
883,4.0,2.0,,2.0,4.0,2.0,4.0,4.0,5.0,Korea
884,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
885,4.0,2.0,4.0,,,2.0,5.0,,1.0,Korea
886,4.0,2.0,,2.0,3.0,2.0,1.0,,,Korea
887,4.0,3.0,3.0,2.0,2.0,3.0,3.0,,5.0,Korea
888,4.0,2.0,3.0,2.0,4.0,,1.0,,5.0,Korea
889,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,Korea
890,4.0,,3.0,,4.0,2.0,4.0,,5.0,Korea
891,4.0,3.0,4.0,,,,4.0,4.0,5.0,Korea
892,4.0,2.0,,2.0,,,3.0,,5.0,Korea
893,4.0,3.0,,2.0,,3.0,2.0,,5.0,Korea
894,4.0,2.0,2.0,,,2.0,3.0,,5.0,Korea
895,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
896,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,Korea
897,4.0,2.0,,2.0,,2.0,1.0,,,Korea
898,4.0,2.0,,2.0,,2.0,3.0,3.0,,Korea
899,4.0,2.0,3.0,2.0,,2.0,4.0,3.0,4.0,Korea
900,4.0,2.0,4.0,,4.0,2.0,4.0,2.0,5.0,Korea
901,4.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,Korea
902,4.0,3.0,2.0,2.0,,2.0,2.0,5.0,5.0,Korea
903,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,,Korea
904,4.0,2.0,4.0,,,2.0,4.0,4.0,5.0,Korea
905,4.0,2.0,,,,2.0,4.0,,5.0,Korea
906,4.0,2.0,3.0,,4.0,2.0,2.0,,5.0,Korea
907,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,Korea
908,4.0,2.0,4.0,1.0,4.0,2.0,4.0,,5.0,Korea
909,4.0,2.0,,2.0,,2.0,3.0,,5.0,Korea
910,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,Korea
911,4.0,2.0,3.0,1.0,5.0,2.0,5.0,4.0,5.0,Korea
912,4.0,,3.0,1.0,,2.0,4.0,4.0,5.0,Korea
913,4.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
914,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
915,4.0,,2.0,,2.0,2.0,1.0,3.0,5.0,Korea
916,4.0,2.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,Korea
917,4.0,2.0,3.0,2.0,3.0,3.0,3.0,,4.0,Korea
918,4.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
919,4.0,,3.0,1.0,4.0,2.0,4.0,3.0,5.0,Korea
920,4.0,2.0,3.0,,4.0,2.0,4.0,4.0,5.0,Korea
921,4.0,2.0,,2.0,,2.0,4.0,,5.0,Korea
922,4.0,2.0,3.0,2.0,,2.0,4.0,,5.0,Korea
923,4.0,2.0,,,4.0,,4.0,,5.0,Korea
924,4.0,3.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,Korea
925,4.0,3.0,3.0,2.0,3.0,2.0,5.0,,5.0,Korea
926,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
927,4.0,2.0,4.0,,2.0,2.0,4.0,4.0,5.0,Korea
928,4.0,2.0,,,3.0,2.0,3.0,,4.0,Korea
929,4.0,2.0,3.0,2.0,5.0,2.0,5.0,,5.0,Korea
930,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,Korea
931,4.0,2.0,3.0,2.0,3.0,2.0,4.0,,5.0,Korea
932,4.0,2.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,Korea
933,4.0,2.0,3.0,2.0,,,5.0,4.0,5.0,Korea
934,4.0,2.0,4.0,2.0,5.0,2.0,2.0,,5.0,Korea
935,4.0,2.0,2.0,,4.0,2.0,4.0,,5.0,Korea
936,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
937,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,Korea
938,4.0,2.0,3.0,2.0,,2.0,4.0,,5.0,Korea
939,4.0,,4.0,1.0,5.0,1.0,5.0,4.0,5.0,Korea
940,4.0,2.0,3.0,2.0,4.0,2.0,4.0,,5.0,Korea
941,4.0,2.0,3.0,2.0,4.0,,3.0,4.0,5.0,Korea
942,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,5.0,Korea
943,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,Korea
944,4.0,2.0,3.0,2.0,,,2.0,,5.0,Korea
945,4.0,2.0,,,3.0,2.0,4.0,,5.0,Korea
946,4.0,1.0,,2.0,,2.0,3.0,,4.0,Korea
947,4.0,2.0,3.0,2.0,4.0,2.0,4.0,,5.0,Korea
948,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
949,4.0,3.0,3.0,3.0,4.0,2.0,4.0,,4.0,Korea
950,4.0,,4.0,,,,4.0,,,Korea
951,4.0,2.0,,2.0,3.0,2.0,4.0,,3.0,Korea
952,4.0,2.0,3.0,2.0,,2.0,2.0,2.0,4.0,Korea
953,4.0,,,,2.0,3.0,4.0,4.0,4.0,Korea
954,4.0,,4.0,,4.0,2.0,4.0,4.0,2.0,Korea
955,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
956,4.0,,4.0,,,2.0,4.0,4.0,,Korea
957,4.0,,,,,2.0,2.0,,4.0,Korea
958,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,Korea
959,4.0,,,,,2.0,4.0,2.0,4.0,Korea
960,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,Korea
961,4.0,,,,4.0,2.0,4.0,,4.0,Korea
962,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,5.0,Korea
963,4.0,2.0,3.0,,2.0,,4.0,,4.0,Korea
964,4.0,,,,4.0,2.0,4.0,4.0,4.0,Korea
965,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,Korea
966,4.0,3.0,2.0,2.0,,3.0,1.0,,,Korea
967,4.0,,3.0,2.0,,2.0,3.0,,4.0,Korea
968,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
969,4.0,,4.0,,,3.0,4.0,4.0,4.0,Korea
970,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
971,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,Korea
972,4.0,3.0,3.0,2.0,4.0,2.0,4.0,,4.0,Korea
973,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,Korea
974,4.0,2.0,1.0,2.0,2.0,2.0,,,4.0,Korea
975,4.0,2.0,3.0,2.0,,3.0,4.0,,4.0,Korea
976,4.0,2.0,2.0,2.0,,2.0,4.0,4.0,5.0,Korea
977,4.0,2.0,3.0,2.0,3.0,2.0,3.0,,5.0,Korea
978,4.0,,3.0,2.0,4.0,2.0,4.0,5.0,5.0,Korea
979,4.0,3.0,2.0,3.0,3.0,2.0,4.0,,4.0,Korea
980,4.0,2.0,1.0,2.0,2.0,2.0,3.0,,4.0,Korea
981,4.0,2.0,,2.0,2.0,,2.0,,4.0,Korea
982,4.0,2.0,3.0,,4.0,,4.0,4.0,4.0,Korea
983,4.0,2.0,3.0,2.0,,3.0,4.0,4.0,3.0,Korea
984,4.0,3.0,,2.0,3.0,2.0,4.0,3.0,4.0,Korea
985,4.0,,,2.0,4.0,3.0,4.0,4.0,4.0,Korea
986,4.0,2.0,2.0,2.0,2.0,,4.0,,4.0,Korea
987,4.0,2.0,3.0,,4.0,,,4.0,4.0,Korea
988,4.0,2.0,,2.0,2.0,2.0,4.0,,4.0,Korea
989,4.0,3.0,,2.0,2.0,2.0,3.0,,4.0,Korea
990,4.0,,2.0,2.0,,2.0,4.0,4.0,5.0,Korea
991,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,Korea
992,4.0,2.0,3.0,2.0,,3.0,2.0,4.0,5.0,Korea
993,4.0,2.0,3.0,,4.0,,3.0,,5.0,Korea
994,4.0,2.0,3.0,2.0,1.0,,4.0,4.0,4.0,Korea
995,4.0,3.0,3.0,2.0,4.0,2.0,2.0,,4.0,Korea
996,4.0,2.0,,2.0,1.0,3.0,3.0,3.0,4.0,Korea
997,4.0,,,2.0,3.0,2.0,3.0,,4.0,Korea
998,4.0,2.0,3.0,2.0,3.0,2.0,4.0,,4.0,Korea
999,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,Korea
1000,4.0,2.0,,2.0,3.0,,4.0,,4.0,Korea
1001,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
1002,4.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,5.0,Korea
1003,4.0,,3.0,,,,4.0,3.0,4.0,Korea
1004,4.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,Korea
1005,4.0,2.0,2.0,2.0,2.0,2.0,1.0,,4.0,Korea
1006,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,Korea
1007,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,Korea
1008,4.0,,,2.0,,2.0,3.0,4.0,4.0,Korea
1009,4.0,3.0,,2.0,3.0,,2.0,4.0,4.0,Korea
1010,4.0,,,,,,4.0,,4.0,Korea
1011,4.0,,3.0,2.0,,2.0,4.0,,,Korea
1012,4.0,2.0,3.0,2.0,3.0,2.0,4.0,,4.0,Korea
1013,4.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,5.0,Korea
1014,4.0,2.0,,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1015,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1016,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,Korea
1017,4.0,2.0,3.0,1.0,5.0,2.0,5.0,3.0,5.0,Korea
1018,4.0,,,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1019,4.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,Korea
1020,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
1021,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
1022,4.0,,2.0,2.0,3.0,2.0,2.0,4.0,5.0,Korea
1023,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,Korea
1024,4.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,Korea
1025,4.0,2.0,4.0,2.0,4.0,2.0,4.0,,5.0,Korea
1026,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,4.0,Korea
1027,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1028,4.0,1.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,Korea
1029,4.0,,3.0,2.0,,2.0,4.0,4.0,4.0,Korea
1030,4.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,Korea
1031,4.0,3.0,,2.0,3.0,2.0,4.0,4.0,5.0,Korea
1032,4.0,,4.0,2.0,5.0,1.0,5.0,5.0,5.0,Korea
1033,4.0,2.0,2.0,1.0,3.0,2.0,5.0,,5.0,Korea
1034,4.0,,2.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
1035,4.0,2.0,3.0,2.0,,2.0,2.0,2.0,5.0,Korea
1036,4.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,Korea
1037,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,5.0,Korea
1038,4.0,2.0,,2.0,3.0,2.0,2.0,,4.0,Korea
1039,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1040,4.0,,4.0,2.0,4.0,2.0,4.0,4.0,4.0,Korea
1041,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,Korea
1042,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,Korea
1043,4.0,1.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1044,4.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,Korea
1045,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,Korea
1046,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,Korea
1047,4.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,Korea
1048,4.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,Korea
1049,4.0,2.0,4.0,,5.0,2.0,5.0,5.0,5.0,Korea
1050,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,Korea
1051,4.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,4.0,Korea
1052,4.0,2.0,2.0,2.0,2.0,,1.0,,,Korea
1053,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,Korea
1054,4.0,2.0,,2.0,4.0,2.0,4.0,4.0,5.0,Korea
1055,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,Korea
1056,4.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,4.0,Korea
1057,4.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,Korea
1058,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,5.0,Korea
1059,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,Korea
1060,4.0,2.0,,2.0,2.0,2.0,2.0,4.0,,Korea
1061,4.0,,3.0,,5.0,2.0,4.0,5.0,4.0,Korea
1062,4.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,Korea
1063,4.0,,3.0,,3.0,2.0,3.0,4.0,2.0,Korea
1064,4.0,2.0,,2.0,,2.0,1.0,2.0,3.0,Korea
1065,4.0,,1.0,,,,1.0,1.0,2.0,Korea
1066,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,Korea
1067,4.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,Korea
1068,4.0,3.0,3.0,2.0,4.0,1.0,4.0,3.0,5.0,Korea
1069,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,Korea
1070,4.0,1.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,Korea
